Moves,Played,WhiteWins,Draws,BlackWins,AvgElo
d2d4 f7f5 g2g3 g8f6 f1g2 d7d6 g1f3 g7g6 e1g1 f8g7 b2b3 e8g8 c1b2 c7c6 c2c4 h7h6 b1c3 b8a6 f1e1 g6g5 a1c1 f8f7 d4d5 c6c5,2,0,2,0,3481.0
d2d4 f7f5 g2g3 g8f6 f1g2 d7d6 g1f3 g7g6 e1g1 f8g7 b2b3 e8g8 c1b2 f6e4 b1d2 b8c6 f3e1 d6d5 d2f3 c8e6 e1d3 a7a5 a2a4 h7h6,2,2,0,0,2628.0
d2d4 f7f5 g2g3 g8f6 f1g2 d7d6 g1f3 g7g6 e1g1 f8g7 b2b4 c7c5 b4c5 d6c5 e2e3 b8c6 c1b2 c5d4 e3d4 c8e6 b1d2 e8g8 c2c4 f6e4,2,0,0,2,2617.5
d2d4 f7f5 g2g3 g8f6 f1g2 d7d6 g1f3 g7g6 e1g1 f8g7 c2c4 e8g8 b1c3 c7c6 d4d5 e7e5 d5e6 c8e6 b2b3 b8a6 c1b2 d8e7 f3g5 e6d7,1,0,0,1,2756.5
d2d4 f7f5 g2g3 g8f6 f1g2 d7d6 g1f3 g7g6 e1g1 f8g7 c2c4 e8g8 b1c3 c7c6 d4d5 e7e5 d5e6 c8e6 b2b3 b8a6 f3g5 e6c8 c1b2 h7h6,2,2,0,0,2666.5
d2d4 f7f5 g2g3 g8f6 f1g2 d7d6 g1f3 g7g6 e1g1 f8g7 c2c4 e8g8 b1c3 d8e8 f1e1 e8f7 b2b3 f6e4 d1c2 b8c6 c1e3 e4c3 c2c3 e7e5,1,0,0,1,2702.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 b1d2 b8c6 g1f3 g7g6 e1g1 f8g7 b2b3 e8g8 c1b2 d7d6 c2c4 d8e7 f1e1 e6e5 d4e5 d6e5 e2e4 f5f4,1,0,0,1,2685.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 c7c6 b1d2 d7d5 d2f3 f8d6 g1h3 e8g8 e1g1 f6e4 c1f4 d6e7 f3e5 g7g5 f4c1 b8d7 e5d7 c8d7,2,0,0,2,2716.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 c7c6 d1c2 d7d5 g1h3 f8d6 h3f4 e8g8 e1g1 d8e7 b2b3 c8d7 f4d3 d7e8 c1f4 d6f4 d3f4 b8d7,1,0,1,0,2655.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 c7c6 d1c2 d7d6 g1f3 e6e5 b1c3 e5e4 f3g1 c8e6 c1g5 h7h6 g5f6 d8f6 c2b3 b8d7 b3b7 a8b8,1,0,1,0,2670.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 c7c6 g1f3 d7d5 e1g1 f8d6 b2b3 d8e7 c1b2 b7b6 f3e5 c8b7 b1d2 e8g8 a1c1 a7a5 e2e3 b8a6,1,0,0,1,2832.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 c7c6 g1f3 d7d5 e1g1 f8d6 b2b3 d8e7 f3e5 e8g8 b1d2 a7a5 c1b2 b8d7 d1c2 a5a4 d2f3 f6e4,1,0,0,1,2831.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 d7d5 b1d2 f8d6 g1h3 e8g8 e1g1 b8c6 e2e3 b7b6 b2b3 a7a5 c1b2 c8a6 h3f4 d6f4 e3f4 f6e4,1,0,0,1,2806.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 d7d5 g1h3 f8d6 e1g1 e8g8 d1c2 c7c6 c1f4 d6e7 b1d2 b8a6 a2a3 c8d7 b2b4 a6c7 d2f3 c7e8,2,0,2,0,2684.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 f8e7 b1c3 e8g8 g1f3 d7d5 e1g1 c7c6 a1b1 a7a5 a2a3 b8d7 f3g5 d7b8 d1d3 h7h6 g5f3 b8d7,2,0,2,0,2731.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 c2c4 f8e7 b1c3 e8g8 g1f3 d7d6 e1g1 d8e8 f1e1 e8h5 e2e4 f5e4 c3e4 b8c6 e4f6 e7f6 c1e3 e6e5,2,0,0,2,2673.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d5 c2c4 c7c6 c1f4 f8e7 e1g1 e8g8 b1d2 f6e4 a1c1 b8d7 d2e4 f5e4 f3e5 e7g5 f4g5 d8g5,2,0,2,0,2779.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d5 c2c4 c7c6 e1g1 f8d6 b2b3 d8e7 c1b2 b7b6 d1c1 c8b7 b2a3 d6a3 c1a3 b8d7 f1c1 e7a3,2,0,2,0,2742.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d5 e1g1 f8d6 c2c4 c7c6 b1c3 e8g8 d1c2 f6e4 a1b1 d8e7 b2b4 b7b5 c4b5 e4c3 c2c3 c6b5,1,0,1,0,2662.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d5 e1g1 f8d6 c2c4 c7c6 b2b3 d8e7 a2a4 e8g8 c1a3 d6a3 b1a3 b7b6 d1c1 c8b7 a3c2 a7a5,1,0,1,0,2729.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d5 e1g1 f8d6 c2c4 c7c6 b2b3 d8e7 f3e1 b7b6 e1d3 c8b7 c1f4 d6f4 d3f4 e8g8 b1d2 b8d7,1,1,0,0,2717.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d6 e1g1 f8e7 c2c4 e8g8 b2b4 a7a5 b4b5 f6e4 d1c2 c7c6 a2a4 b8d7 b1c3 e4c3 c2c3 e6e5,2,0,2,0,3618.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 d7d6 e1g1 f8e7 c2c4 e8g8 b2b4 a7a5 b4b5 f6e4 d1c2 c7c6 b1c3 c6b5 c4b5 d6d5 c1f4 e4d6,2,0,2,0,3618.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 c2c4 e8g8 e1g1 d7d6 b1c3 d8e8 b2b4 c7c6 c1f4 b8d7 b4b5 f6e4 c3e4 f5e4 f3d2 d6d5,2,0,2,0,3631.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 c2c4 e8g8 e1g1 d7d6 b1c3 d8e8 b2b4 g8h8 a2a4 f6e4 d1d3 e4c3 d3c3 b8d7 c1b2 d7f6,2,2,0,0,3631.0
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 d7d6 b1c3 d8e8 b2b3 f6e4 c1b2 e7f6 c3e4 f5e4 f3e1 e8g6 f2f3 b8c6,2,0,2,0,2647.5
d2d4 f7f5 g2g3 g8f6 f1g2 e7e6 g1f3 f8e7 e1g1 e8g8 c2c4 d7d6 b1c3 d8e8 c1f4 e8h5 a1c1 c7c6 b2b4 b8d7 b4b5 d7b6 b5c6 b7c6,2,0,0,2,2662.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 b8c6 d4d5 c6e5 b2b3 f8g7 c1b2 e5f7 h2h4 c7c6 c2c4 e8g8 g1h3 e7e5 d5e6 d7e6 d1c2 e6e5,2,2,0,0,2756.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 b8c6 d4d5 c6e5 e2e4 f5e4 d2e4 f6e4 g2e4 d7d6 g1f3 c8g4 h2h3 g4f3 e4f3 e5f3 d1f3 f8g7,2,0,2,0,2703.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 b8c6 d4d5 c6e5 g1h3 f8g7 h3f4 e8g8 h2h4 c7c6 c2c4 d8b6 e1g1 f6g4 e2e3 d7d6 a1b1 g4e3,2,2,0,0,2736.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 b8c6 g1f3 f8g7 e1g1 e8g8 f1e1 d7d5 c2c4 e7e6 b2b3 f6e4 c1b2 g6g5 a1c1 g5g4 f3e5 c6e5,2,0,2,0,2717.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 d7d5 h2h4 b8c6 d2f3 f8g7 g1h3 d8d6 c2c3 e7e5 d4e5 c6e5 f3e5 d6e5 c1f4 e5e7 g2d5 f6d5,2,2,0,0,2691.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 f8g7 e2e4 f5e4 d2e4 f6e4 g2e4 d7d5 e4g2 b8c6 c2c3 e7e5 d4e5 c6e5 g1f3 e5c4 e1g1 e8g8,2,0,2,0,2697.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 f8g7 e2e4 f5e4 d2e4 f6e4 g2e4 d7d5 e4g2 b8c6 g1f3 c8f5 e1g1 d8d7 c1f4 e8c8 f1e1 h8f8,2,0,2,0,2635.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 f8g7 e2e4 f5e4 d2e4 f6e4 g2e4 d7d5 e4g2 b8c6 g1f3 e8g8 c2c3 c8f5 f3h4 f5e6 f2f4 d8d7,2,0,2,0,2687.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 f8g7 e2e4 f5e4 d2e4 f6e4 g2e4 d7d5 e4g2 e8g8 g1f3 c8g4 e1g1 d8d7 c2c3 b8c6 c1f4 h7h6,2,0,2,0,2653.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 f8g7 e2e4 f5e4 d2e4 f6e4 g2e4 d7d5 e4g2 e8g8 g1h3 b8c6 c2c3 e7e5 d4e5 c6e5 f2f4 e5f7,1,0,0,1,2666.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b1d2 f8g7 e2e4 f5e4 d2e4 f6e4 g2e4 e8g8 e4g2 d7d6 g1f3 c7c6 e1g1 c8g4 c2c3 d8d7 f1e1 g8h8,2,0,0,2,2756.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 b2b3 f8g7 c1b2 e8g8 c2c4 d7d6 g1h3 e7e5 d4e5 f6g4 e1g1 d6e5 d1d8 f8d8 g2d5 g8h8 h3g5 g4h6,2,2,0,0,2624.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c3 b8c6 d1b3 d7d5 b1d2 e7e5 d4e5 c6e5 g1f3 e5f7 e1g1 f8g7 c3c4 d5d4 b3a3 g7f8 a3d3 c7c5,1,0,0,1,2675.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c3 f8g7 b1d2 b8c6 f2f4 d7d6 e2e4 e7e5 f4e5 d6e5 d4d5 c6e7 c3c4 c7c6 g1e2 f5e4 d2e4 f6e4,2,0,0,2,2697.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c3 f8g7 h2h4 b8c6 b1d2 e7e5 d4d5 c6e7 d5d6 e7c6 d2c4 e8g8 g2d5 g8h8 g1f3 b7b5 c4e5 f6d5,1,1,0,0,2726.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c3 f8g7 h2h4 b8c6 d1b3 e7e5 d4e5 c6e5 g1h3 d7d5 h3f4 c7c6 b1d2 e8g8 d2f3 e5f3 g2f3 f6e4,2,0,2,0,2717.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c3 f8g7 h2h4 b8c6 g1h3 d7d5 h3f4 f6e4 h4h5 g6g5 h5h6 g7f8 f4d3 d8d6 b1a3 a7a6 e2e3 c8e6,1,1,0,0,2695.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 d7d6 g1f3 e8g8 e1g1 a7a5 d4d5 b8a6 c1e3 c8d7 a1c1 c7c5 d1d2 a6c7 a2a4 c7e8,2,0,2,0,2786.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 d7d6 g1f3 e8g8 e1g1 c7c6 b2b3 a7a5 c1b2 b8a6 a1c1 c8d7 d1d2 a8c8 f1d1 b7b5,1,0,1,0,2756.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 d7d6 g1f3 e8g8 e1g1 c7c6 b2b3 f6e4 c1b2 e4c3 b2c3 b8d7 f3g5 d7b6 g5f3 b6d7,2,2,0,0,2644.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 b8a6 a1b1 c7c6 b2b4 a6c7 a2a4 c8e6 d1d3 g8h8 b4b5 e6g8,1,0,1,0,2712.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 b8c6 d4d5 c6a5 f3d2 c7c5 d1c2 a7a6 b2b3 b7b5 c1b2 c8d7,1,1,0,0,2767.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 c7c6 a1b1 f6e4 d1c2 e4c3 b2c3 e7e5 f1d1 e5e4 f3g5 h7h6,1,0,1,0,2642.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 c7c6 b2b3 b8a6 c1b2 d8c7 d4d5 e7e5 d5e6 a6c5 d1c2 c8e6,1,1,0,0,2646.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 c7c6 d1c2 b8a6 b2b3 a6b4 c2b1 e7e5 f1d1 e5e4 f3e1 d6d5,2,0,0,2,2640.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 c7c6 d1c2 b8a6 b2b3 g8h8 c1b2 a6c7 a1e1 d6d5 b2c1 c8e6,1,0,0,1,2651.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1f3 d7d6 e1g1 d8e8 d4d5 a7a5 f3d4 b8a6 b2b3 c8d7 a1b1 a6c5 c1a3 f6e4,1,0,1,0,2667.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1h3 b8c6 e1g1 d7d6 d4d5 c6a5 d1d3 e7e5 d5e6 c8e6 b2b3 h7h6 h3f4 e6f7,2,2,0,0,2635.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1h3 d7d6 d4d5 b8a6 h3f4 a6c5 h2h4 e7e5 d5e6 c5e6 f4e6 c8e6 g2b7 a8b8,2,0,0,2,2787.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1h3 d7d6 d4d5 b8d7 e1g1 d7c5 c1e3 e7e5 d5e6 c5e6 h3f4 e6f4 e3f4 f6h5,1,0,1,0,2644.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 b1c3 e8g8 g1h3 d7d6 d4d5 c7c6 h3f4 e7e5 d5e6 d8e7 h2h4 c8e6 h4h5 e6f7 h5g6 h7g6,1,0,1,0,2658.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 g1f3 d7d6 b1c3 c7c6 d4d5 e8g8 f3d4 c6d5 c4d5 b8a6 e1g1 a6c5 b2b4 c5e4 c3e4 f5e4,2,0,2,0,2613.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 g1f3 e8g8 b2b3 d7d6 c1b2 c7c6 e1g1 b8a6 b1c3 d8e8 d4d5 c8d7 f3d4 a6c5 f1e1 f6e4,2,0,2,0,2691.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 g1f3 e8g8 e1g1 d7d6 b1c3 c7c6 a1b1 a7a5 d1b3 h7h6 f1d1 b8d7 b3c2 d8e8 d4d5 c6d5,1,0,1,0,2716.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 g1f3 e8g8 e1g1 d7d6 b2b4 e7e5 d4e5 d6e5 c1b2 e5e4 f3d4 d8e7 d1b3 g8h8 b1c3 c7c6,2,0,2,0,2676.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 c2c4 f8g7 g1h3 d7d6 e1g1 e7e5 b1c3 e8g8 d4e5 d6e5 d1d8 f8d8 e2e4 c7c6 f2f4 b8a6 h3g5 a6b4,2,0,0,2,2628.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 d7d6 e1g1 f8g7 c2c4 c7c6 b1c3 e8g8 b2b3 d8a5 d1d2 e7e5 f1d1 f8e8 a2a4 a5c7 d4e5 d6e5,1,0,0,1,2725.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 b2b3 e8g8 c1b2 d7d6 e1g1 a7a5 c2c4 c7c6 f1e1 d8c7 b1d2 b8a6 a2a3 f6e4 d1c2 e4d2,1,0,0,1,2706.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 b2b4 d7d5 e1g1 e8g8 a2a4 f6e4 c1f4 c8e6 d1c1 b8d7 f4h6 a7a5 h6g7 g8g7 b4b5 c7c6,1,1,0,0,2664.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 b2b4 e8g8 e1g1 c7c6 c2c4 f6e4 c1b2 d7d5 b1d2 c8e6 c4d5 e6d5 d2b3 b8d7 d1c2 e7e6,1,1,0,0,2647.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 c2c4 d7d6 e1g1 e8g8 b1c3 c7c6 b2b3 b8a6 c1b2 d8c7 a1c1 e7e5 c3b5 c7d8 d4e5 d6e5,2,0,2,0,2650.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 c2c4 e8g8 b2b3 c7c5 e1g1 b8c6 c1b2 f6e4 e2e3 e7e6 d1e2 d7d6 d4c5 d6c5 b2g7 g8g7,2,2,0,0,2652.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 c2c4 e8g8 e1g1 d7d6 b1c3 c7c6 d4d5 e7e5 d5e6 c8e6 b2b3 d8e7 c1a3 f8d8 f3g5 b8a6,2,0,0,2,2717.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 c2c4 e8g8 e1g1 d7d6 b1c3 c7c6 d4d5 e7e5 d5e6 c8e6 b2b3 f8e8 f3g5 e6c8 c1b2 b8a6,2,0,0,2,2763.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 d7d6 b2b3 e8g8 c1b2 c7c6 b1d2 a7a5 a2a3 b8a6 c2c4 f6e4 e2e3 e4d2 d1d2 d8b6,2,0,0,2,2663.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 d7d6 c2c4 e8g8 b1c3 d8e8 d4d5 h7h6 a1b1 c7c5 a2a3 e8f7 b2b4 b8a6 f3d2 g6g5,2,0,2,0,3593.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 d7d6 c2c4 e8g8 b1c3 d8e8 d4d5 h7h6 a1b1 c7c5 d1c2 b8a6 a2a3 e8f7 b2b3 a6c7,2,0,2,0,3593.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 a2a4 a7a5 c2c3 b7b6 f3e5 d7d5 b1d2 e7e6 d2f3 f6e4 h2h4 b8d7 c1f4 d7f6,2,0,0,2,2661.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b1d2 d7d6 f1e1 b8c6 c2c3 e7e5 e2e4 f6e4 d2e4 f5e4 e1e4 d6d5 e4h4 e5e4,2,0,0,2,2666.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b1d2 d7d6 f1e1 b8c6 e2e4 f5e4 d2e4 f6e4 e1e4 c8f5 e4e1 f5g4 c2c3 d8d7,2,2,0,0,2682.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 b7b6 c1b2 c8b7 c2c4 e7e6 b1c3 f6e4 d1c2 d7d6 f1d1 b8d7 f3e1 d7f6,2,0,0,2,2624.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 b7b6 c2c4 c8b7 b1c3 e7e6 c1f4 a7a5 a1c1 b8a6 d4d5 a6c5 d5e6 c5e6,2,0,2,0,2713.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 b7b6 f3e5 d7d5 c2c4 e7e6 b1c3 c8b7 c1g5 c7c6 a1c1 d8e8 d1d2 b8d7,2,0,0,2,2612.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 b8c6 c1b2 f6e4 b1d2 e7e6 c2c4 g6g5 d2e4 f5e4 f3e5 d7d5 e5c6 b7c6,2,0,2,0,2753.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 c7c5 c2c4 c5d4 c1b2 b8c6 f3d4 d8b6 d4c2 d7d6 b1c3 c8d7 c2e3 b6a5,1,0,1,0,2681.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 c7c6 c1b2 a7a5 c2c4 d7d5 f3e5 f6e4 d1c2 c8e6 f1d1 b8d7 e5d3 e6f7,2,2,0,0,2633.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 a7a5 c2c4 a5a4 b3a4 f6e4 f3d2 e4d2 b1d2 e7e5 c4c5 e5e4,2,2,0,0,2663.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 a7a5 c2c4 c7c6 b1d2 e7e5 d4e5 f6d7 e2e4 f5f4 g3f4 f8f4,2,0,2,0,2653.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 c7c6 b1d2 a7a5 a2a4 b8a6 e2e3 g8h8 d1e2 c8e6 f1e1 a6b4,2,0,2,0,2686.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 c7c6 b1d2 a7a5 a2a4 b8a6 e2e3 g8h8 d1e2 c8e6 f1e1 e6g8,2,0,0,2,2686.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 c7c6 c2c4 b8a6 b1c3 d8e8 d4d5 c8d7 f1e1 a6c5 d1c2 a8c8,3,0,3,0,2690.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 c7c6 c2c4 b8a6 b1d2 e7e5 d4e5 f6d7 b2a3 c6c5 e5e6 d7b6,1,1,0,0,2687.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 d8e8 b1d2 b8c6 f1e1 f6e4 c2c4 e8f7 d1c2 e4d2 c2d2 e7e5,1,0,1,0,2653.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 d8e8 c2c4 b8a6 b1d2 a8b8 d1c2 c7c5 a1d1 c8d7 f1e1 b7b5,1,0,1,0,2653.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 d8e8 c2c4 b8a6 f1e1 c7c6 b1c3 b7b5 e2e4 b5c4 e4e5 f6e4,2,2,0,0,3513.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 d8e8 c2c4 b8a6 f1e1 c7c6 b1c3 f6e4 d1c2 a6b4 c2b1 e8f7,2,0,2,0,3513.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 d7d6 c1b2 f6e4 b1d2 b8c6 d2c4 e7e6 e2e3 b7b5 c4d2 a8b8 a1c1 b5b4,2,2,0,0,2676.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b3 e7e6 c1b2 d7d5 c2c4 b7b6 d1c2 c8b7 c4d5 e6d5 f1c1 c7c6 f3e5 f6g4,1,1,0,0,2698.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 b2b4 c7c6 c1b2 a7a5 a2a3 a5b4 a3b4 a8a1 b2a1 b8a6 c2c3 b7b5 b1d2 a6c7,2,0,2,0,2709.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 b8c6 d4d5 c6a5 d1d3 c7c5 a1b1 c8d7 b2b3 a7a6 c1d2 a8b8,1,1,0,0,2672.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 b8c6 d4d5 c6e5 f3e5 d6e5 d1b3 a7a5 f1d1 h7h6 c4c5 g8h7,2,2,0,0,3560.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 b8c6 d4d5 c6e5 f3e5 d6e5 d1b3 e7e6 f1d1 d8e7 c3b5 e5e4,2,0,2,0,3560.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6 a1b1 a7a5 d1b3 g8h8 f1d1 b8a6 c3a4 c8e6 a4b6 a5a4,1,1,0,0,2646.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6 a1b1 a7a5 f1e1 g8h8 e2e4 f5e4 c3e4 c8f5 f3h4 f6e4,1,0,0,1,2673.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6 a1b1 d8e8 b2b4 e7e5 d4e5 d6e5 e2e4 f5f4 b4b5 c8g4,1,0,1,0,2645.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6 a1b1 f6e4 d1c2 e7e5 f1d1 d8f6 d4e5 d6e5 c1e3 e4c3,1,0,1,0,2736.0
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6 b2b3 b8a6 c1a3 a8b8 d1d3 c8d7 a1c1 d8a5 a3b2 b8e8,1,0,0,1,2660.5
d2d4 f7f5 g2g3 g8f6 f1g2 g7g6 g1f3 f8g7 e1g1 e8g8 c2c4 d7d6 b1c3 c7c6 b2b3 b8a6 c1b2 c8d7 a1c1 d8e8 d4d5 a8d8 f3d4 a6c7,1,1,0,0,2646.0
