Moves,Played,WhiteWins,Draws,BlackWins,AvgElo
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 b1d2 e8g8 f1g2 b7b6 e1g1 c8b7 f3e5 f8e8 d1c2 d8c8 d2f3 b8d7 c1f4 d7e5 f4e5 b4e7,2,0,0,2,2719.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 c4d5 e6d5 f1g2 e8g8 e1g1 c7c6 b1c3 f8e8 f3e5 b8d7 f2f4 d7b6 d1c2 b6c4,2,0,2,0,2752.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 d1c1 e8g8 f1g2 c7c6 e1g1 b7b6 d2b4 a5b4 b1d2 c8a6 a2a3 d8e7 f3e5 a6b7,2,0,2,0,2671.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 d1c2 e8g8 f1g2 b8d7 e1g1 c7c6 d2f4 b4e7 f1d1 f6h5 f4c1 h5f6 b1c3 d5c4,2,0,0,2,2709.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 f1g2 e8g8 d1c2 b4e7 e1g1 c7c6 f1d1 b8d7 d2f4 h7h6 b1d2 f6h5 f4e3 f7f5,2,2,0,0,2643.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 f1g2 e8g8 d1c2 c7c5 c4d5 c5d4 a2a3 b4d2 c2d2 d8d5 d2d4 d5b5 d4e5 b5b6,2,0,2,0,2621.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 f1g2 e8g8 d1c2 c7c5 c4d5 c5d4 f3d4 d8b6 e2e3 e6d5 e1g1 b8c6 d4c6 b7c6,4,0,4,0,2698.75
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 f1g2 e8g8 d1c2 c7c5 d4c5 d5d4 d2b4 a5b4 b1d2 b8c6 d2b3 e6e5 e1g1 d8e7,2,0,2,0,2641.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 a7a5 f1g2 e8g8 e1g1 d5c4 d2g5 c7c6 f3e5 b7b5 a2a3 b4d6 a3a4 a8a6 b1c3 h7h6,2,0,2,0,2728.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d2 b1d2 c7c6 f1g2 e8g8 e1g1 b7b6 f1e1 c8a6 a1c1 b8d7 e2e4 d5e4 d2e4 f6e4,2,2,0,0,2662.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d6 b1c3 e8g8 d2g5 c7c6 f1g2 h7h6 g5f6 d8f6 e2e4 d5e4 c3e4 d6b4 e1e2 f6e7,1,0,1,0,2744.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d6 b1c3 e8g8 d2g5 d6e7 d1b3 c7c6 f1g2 b8d7 e1g1 h7h6 g5f4 f6h5 f4d2 h5f6,2,2,0,0,2663.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d6 b1c3 e8g8 f1g2 b8d7 c4c5 d6e7 e1g1 c7c6 b2b4 f6e4 c3e4 d5e4 f3e5 a7a5,2,2,0,0,2672.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d6 b1c3 e8g8 f1g2 b8d7 c4c5 d6e7 e1g1 f6e4 d1c2 f7f5 d2f4 g7g5 f4e3 c7c6,2,0,2,0,2672.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d6 f1g2 e8g8 e1g1 c7c6 b2b3 f6e4 d2f4 d6f4 g3f4 b8d7 d1c2 b7b6 b1c3 f7f5,1,0,1,0,2637.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4d6 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 f1d1 f6e4 f3e1 e4d2 b1d2 f7f5 e1d3 d7f6,2,0,0,2,2722.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7,2,0,2,0,2698.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 b8d7 e1g1 c7c6 d1c2 b7b6 d2f4 c8b7 c4d5 f6d5 b1c3 d5f4 g3f4 e8g8,1,0,0,1,2634.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 d1c2 b8d7 e1g1 b7b6 c4d5 c6d5 d2f4 c8b7 f1c1 e8g8 c2b3 a8c8,2,0,2,0,2647.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 d1c2 b8d7 e1g1 b7b6 d2f4 c8a6 b2b3 e8g8 f1d1 a8c8 a2a4 c6c5,2,0,2,0,2665.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 d1c2 b8d7 e1g1 b7b6 d2f4 c8b7 b1c3 a8c8 f3e5 d7e5 d4e5 f6d7,2,2,0,0,2662.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 e1g1 b7b6 d1c2 c8a6 b2b3 b8d7 f1d1 a8c8 d2f4 c6c5 d4c5 e7c5,2,0,0,2,2675.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 e1g1 b8d7 d1c2 b7b6 d2f4 c8b7 f1d1 a8c8 b1c3 d5c4 f3e5 b6b5,2,0,2,0,2704.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 e1g1 b8d7 d1c2 e8g8 f1d1 b7b6 f3e5 c8b7 c4d5 c6d5 e5c6 b7c6,1,0,1,0,2739.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 e1g1 b8d7 d2c3 d5c4 a2a4 a7a5 f3d2 d7b6 e2e4 e8g8 d1e2 f6d7,2,0,0,2,2651.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 e1g1 b8d7 d2c3 f6e4 b1d2 f7f5 a1c1 e8g8 f3e1 b7b5 c4b5 c6b5,2,2,0,0,2704.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 c7c6 e1g1 b8d7 d2c3 f6e4 b1d2 f7f5 f3e1 e8g8 e1d3 e4d2 d1d2 d5c4,2,0,2,0,2704.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 d1c2 b8d7 e1g1 c7c6 b2b3 b7b6 f1d1 c8a6 a2a4 f6e4 d2c1 e7b4,1,0,0,1,2690.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 d1c2 b8d7 e1g1 c7c6 f1c1 b7b6 a2a4 a7a5 c4d5 c6d5 b1a3 c8a6,2,0,2,0,2734.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 d1c2 c7c6 e1g1 b8d7 f1d1 b7b6 d2f4 c8a6 b1d2 a8c8 e2e4 f6e4,1,0,1,0,2649.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 d2f4 b8d7 d1c2 c7c6 b1d2 b7b6 h2h4 c8b7 e2e4 d5e4 f3g5 c6c5,2,0,2,0,2723.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 a7a6 d1c2 b8d7 d2f4 b7b6 c4d5 f6d5 f3e5 c8b7 e5c6 b7c6,1,0,1,0,2772.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 d2f4 a7a5 h2h4 a5a4 a2a3 h7h6 b1c3 d5c4,2,0,0,2,2728.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 d2f4 b7b6 b1d2 f6h5 e2e3 h5f4 e3f4 c8b7,2,0,2,0,2674.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 d2f4 b7b6 b1d2 f6h5 f4e3 c8b7 f1d1 h5f6,1,0,1,0,2637.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 d2f4 b7b6 c4d5 c6d5 b1c3 c8b7 f1c1 a8c8,2,0,0,2,2668.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1c1 a7a5 d2f4 a5a4 h2h4 h7h6 a2a3 d8a5,2,0,0,2,2739.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 b2b3 c8a6 a2a4 c6c5 b1a3 a6b7,2,0,2,0,2689.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 d2f4 c8a6 b2b3 a8c8 b1d2 f6h5,2,2,0,0,2645.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 d2f4 c8a6 c4d5 c6d5 f3e5 d7e5,4,0,4,0,2741.75
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 d2f4 c8a6 f3e5 a8c8 c4d5 c6d5,2,0,2,0,2647.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 d2f4 f6h5 f4c1 h5f6 b1c3 c8a6,2,0,0,2,2658.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 d2f4 f6h5 f4c1 h5f6 b2b3 a7a5,2,2,0,0,2727.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 b2b3 b7b6 d1c2 a7a5 f1d1 c8a6 f3e5 f6d7 b1c3 d7e5,2,0,0,2,2682.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 b2b3 b8d7 d2c3 c8b7 b1d2 c6c5 e2e3 a8c8,1,0,1,0,2663.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 d2f4 b8d7 c4d5 c6d5 f1c1 c8a6 b1c3 d8c8,2,0,2,0,2736.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 d2f4 b8d7 f1d1 c8a6 c4d5 c6d5 f3e5 d7e5,1,0,0,1,2719.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 d2f4 c8b7 f1d1 b8d7 f3e5 f6h5 f4d2 h5f6,1,0,1,0,2621.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 f1d1 b8d7 b2b3 a7a5 d2c3 c8b7 b1d2 d8c7,1,0,1,0,2637.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 f1d1 b8d7 d2f4 c8a6 c4d5 c6d5 f3e5 d7e5,2,0,2,0,2722.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b7b6 f3e5 c8b7 f1d1 b8d7 c4d5 c6d5 e5c6 b7c6,2,0,2,0,2660.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 d2f4 a7a5 f1d1 h7h6 f3e5 a5a4 a2a3 g7g5,1,0,1,0,2616.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 d2f4 b7b6 b1d2 f6h5 e2e3 h5f4 e3f4 g7g6,2,0,2,0,2647.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 d2f4 b7b6 c4d5 c6d5 f1c1 c8b7 f4c7 d8e8,2,0,0,2,2707.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 d2f4 b7b6 f1d1 c8a6 b2b3 a8c8 b1c3 h7h6,2,0,2,0,2688.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 f1c1 f6e4 d2e1 b7b5 c4d5 c6d5 b1c3 e4c3,2,2,0,0,2654.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 f1d1 b7b6 b2b3 c8a6 d2f4 a8c8 b1c3 d5c4,2,0,2,0,2621.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 f1d1 b7b6 d2f4 c8a6 b2b3 a8c8 b1c3 e7b4,2,2,0,0,2635.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 f1d1 b7b6 d2f4 c8b7 f3e5 d7e5 d4e5 f6d7,2,2,0,0,2668.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 b8d7 f1d1 b7b6 d2f4 c8b7 f3e5 f6h5 f4c1 a8c8,2,2,0,0,2669.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d1c2 h7h6 d2f4 b8d7 f1d1 a7a5 h2h4 f6g4 e2e4 d5c4,2,0,0,2,2720.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8b4 c1d2 b4e7 f1g2 e8g8 e1g1 c7c6 d2f4 d5c4 f3e5 f6d5 e5c4 d5f4 g3f4 b8d7 e2e3 d7b6,2,2,0,0,2650.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8d6 f1g2 e8g8 e1g1 h7h6 d1c2 b8c6 b1d2 f8e8 b2b3 e6e5 d4e5 c6e5 c1b2 d5c4 b2e5 d6e5,2,0,0,2,2778.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 b8d7 d1d3 b7b6 c4d5 f6d5 c3d5 e6d5 e1g1 c8b7 c1f4 c7c5 f1d1 c5c4,2,0,0,2,2714.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 b8d7 e1g1 d5c4 a2a4 a7a5 e2e4 d7b6 d1c2 c8d7 f1d1 h7h6 f3e5 d8e8,2,0,2,0,2656.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 b8d7 f3e5 c7c6 e1g1 d7e5 d4e5 f6d7 c4d5 e6d5 f2f4 e7c5 g1h1 a7a5,1,1,0,0,2643.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 b8d7 f3e5 d7b6 b2b3 e7b4 c1b2 d5c4 b3c4 c7c5 d4c5 d8d1 e1d1 b4c5,1,1,0,0,2646.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 d5c4 f3e5 b8c6 g2c6 b7c6 e5c6 d8e8 c6e7 e8e7 d1a4 c7c5 d4c5 e7c5,4,2,0,2,2699.25
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 d5c4 f3e5 c7c5 d4c5 d8d1 c3d1 e7c5 e1g1 b8c6 e5c4 c8d7 c1e3 c5e7,2,0,2,0,2623.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b1c3 d5c4 f3e5 d8d6 e5c4 d6a6 c4e5 f8d8 d1c2 b8d7 c1f4 f6h5 f4e3 c7c5,2,0,2,0,2670.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b2b3 c7c6 e1g1 a7a5 b1c3 b7b6 c1b2 c8a6 f3e5 f6d7 e5d7 b8d7 c4d5 c6d5,2,0,0,2,2661.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 b2b3 d5c4 b3c4 c7c5 e1g1 b8c6 e2e3 c6a5 d1e2 b7b6 f3e5 a8b8 f1d1 d8c7,2,0,0,2,2712.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1b3 c7c6 e1g1 b8d7 c1f4 a7a5 f1d1 b7b6 b1c3 a5a4 b3c2 d5c4 e2e4 c8b7,2,2,0,0,2715.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c5 d4c5 b8c6 c4d5 d8d5 b1c3 d5c5 e1g1 f8d8 c1e3 c5h5 f1d1 c8d7,2,0,2,0,2672.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c5 d4c5 d5d4 b2b4 a7a5 b4b5 e7c5 e1g1 b8d7 b1d2 a5a4 c1b2 e6e5,2,2,0,0,2705.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c5 d4c5 d8a5 b1c3 d5c4 e1g1 a5c5 c1g5 b8c6 g5f6 e7f6 c3e4 c5f5,2,0,2,0,2733.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c5 d4c5 d8a5 c2c3 a5c5 c4d5 f6d5 c3c5 e7c5 c1d2 b8c6 b1c3 f8d8,2,0,2,0,2686.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c5 e1g1 c5d4 f3d4 b8c6 d4c6 b7c6 f1d1 c8a6 b2b3 d8b6 c1a3 e7c5,2,0,2,0,2612.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c6 b1d2 a7a5 e2e4 b7b6 e4e5 f6d7 h2h4 h7h6 d2f1 b8a6 a2a3 c8b7,2,0,0,2,2672.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1c2 c7c6 b1d2 b7b6 e2e4 d5e4 d2e4 f6e4 c2e4 e7b4 e1e2 b4e7 c1f4 c8a6,2,0,2,0,2674.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1d3 b7b6 c4d5 f6d5 b1c3 c8a6 d3c2 c7c5 e1g1 b8d7 c3d5 e6d5 f1d1 a6b7,1,1,0,0,2652.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1d3 c7c5 e1g1 b8c6 c4d5 e6d5 d4c5 e7c5 a2a3 f6e4 b1c3 e4c3 d3c3 c5e7,2,0,2,0,2708.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 d1d3 h7h6 e1g1 c7c5 c4d5 e6d5 d4c5 e7c5 c1e3 c5e3 d3e3 b8c6 f1d1 f8e8,2,0,2,0,2664.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 a7a5 b1c3 c7c6 c1f4 b8d7 a1c1 d5c4 e2e4 b7b5 d4d5 c6d5 e4d5 e6d5,2,0,2,0,2796.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 b8d7 d1c2 a7a5 c1f4 d5c4 c2c4 f6d5 b1c3 d7b6 c4d3 d5f4 g3f4 a5a4,2,0,2,0,2668.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 b8d7 d1c2 a7a5 f1d1 d5c4 c2c4 b7b5 c4c2 c8b7 c1g5 a8c8 b1c3 b5b4,1,1,0,0,2614.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 b2b3 b7b6 f1d1 c8b7 b1c3 a8c8 e2e4 d5e4 c3e4 f6e4,2,0,2,0,2640.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 c7c5 c4d5 e6d5 b1c3 h7h6 b2b3 b8c6 c1b2 f8e8 a1c1 c5d4 f3d4 c8g4,2,0,2,0,2770.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 c7c6 b1c3 a7a5 f3d2 b7b5 b2b3 c8a6 c1b2 b5c4 b3c4 b8d7 d1c2 a8b8,2,0,2,0,2674.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 c7c6 b1d2 b7b6 b2b3 c8b7 c1b2 b8d7 d1c2 a8c8 a1d1 c6c5 c2b1 d5c4,1,1,0,0,2712.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 c7c6 b1d2 b8d7 f1e1 b7b6 e2e4 f6e4 d2e4 d5e4 e1e4 c8b7 e4e1 c6c5,2,0,2,0,2692.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 c7c6 b2b3 b7b6 c1b2 b8d7 b1c3 c8a6 f3d2 b6b5 c4d5 c6d5 a2a3 a8c8,2,0,2,0,2672.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 b1a3 e7a3 b2a3 c8d7 d1c2 d7c6 c2c4 c6d5 c4c2 d5e4 c2b2 b8d7,2,0,0,2,2740.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1a4 a7a6 a4c4 b7b5 c4c2 c8b7 c1d2 b7e4 c2c1 c7c6 a2a4 b8d7,2,0,2,0,2617.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1a4 a7a6 a4c4 b7b5 c4c2 c8b7 c1d2 b7e4 c2c1 c7c6 e2e3 b8d7,2,2,0,0,2717.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1a4 a7a6 a4c4 b7b5 c4c2 c8b7 c1d2 e7d6 f1e1 b7e4 c2c1 e4b7,4,0,2,2,2703.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1a4 a7a6 a4c4 b7b5 c4c2 c8b7 c1g5 b8d7 g5f6 d7f6 b1d2 a8c8,4,2,2,0,2659.75
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1a4 c7c6 a4c4 b7b5 c4b3 c8b7 c1g5 b8d7 b1c3 a7a6 g5f6 d7f6,2,0,2,0,2672.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1a4 c7c6 a4c4 b7b5 c4c2 c8b7 c1g5 b8d7 f1d1 d8b6 b1c3 c6c5,2,0,2,0,2672.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 a2a4,2,0,2,0,2746.0
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 a2a4 b7b6 c1g5 c8b7 b1d2 b6b5 g5f6 e7f6 d2e4 b8d7,2,2,0,0,2670.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 a2a4 b8c6 c2c4 d8d5 b1d2 f8d8 e2e3 d5h5 h2h3 f6d5,1,0,1,0,2708.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 a2a4 b8d7 f1d1 f6d5 b1d2 b7b6 d2c4 c8b7 f3e5 d7e5,2,0,2,0,2643.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 a2a4 b8d7 f1d1 f6d5 b1d2 d5b4 c2c3 b4d5 c3c2 d5b4,1,0,1,0,2635.5
d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 g2g3 f8e7 f1g2 e8g8 e1g1 d5c4 d1c2 a7a6 a2a4 c8d7 c1g5 d7c6 f1d1 b7b5 g5f6 e7f6 b1c3 d8e8,2,2,0,0,2726.0
